Stazioni;Data;T-MIN;T-MAX
Lago di Albano;24/07/2022;21,3;35,1
Lago di Albano;25/07/2022;22,2;36,5
Lago di Albano;26/07/2022;23,5;34,9
Lago di Albano;27/07/2022;23,8;33,7
Lago di Albano;28/07/2022;22,7;33,6
Lago di Albano;29/07/2022;21,5;34
Lago di Albano;30/07/2022;22,1;35
Lago di Albano;31/07/2022;22,3;33,1
Lago di Corbara;01/07/2022;15,9;35,8
Lago di Corbara;02/07/2022;17;38,1
Lago di Corbara;03/07/2022;21;39,4
Lago di Corbara;04/07/2022;20,7;39,4
Lago di Corbara;05/07/2022;19,9;38
Lago di Corbara;06/07/2022;19,6;36,9
Lago di Corbara;07/07/2022;20,1;35,1
Lago di Corbara;08/07/2022;18,2;27,9
Lago di Corbara;09/07/2022;16,4;28,5
Lago di Corbara;10/07/2022;20,2;33,4
Lago di Corbara;11/07/2022;16,6;33,5
Lago di Corbara;12/07/2022;19,2;31,2
Lago di Corbara;13/07/2022;18,7;33
Lago di Corbara;14/07/2022;16;36,5
Lago di Corbara;15/07/2022;19,6;37,3
Lago di Corbara;16/07/2022;18,9;36,5
Lago di Corbara;17/07/2022;18,3;38,8
Lago di Corbara;18/07/2022;23,3;37,7
Lago di Corbara;19/07/2022;20,4;35,9
Lago di Corbara;20/07/2022;18,5;38,4
Lago di Corbara;21/07/2022;20;38,7
Lago di Corbara;22/07/2022;20,5;39,9
Lago di Corbara;23/07/2022;20,5;38
Lago di Corbara;24/07/2022;20,5;38,4
Lago di Corbara;25/07/2022;20,9;38,4
Lago di Corbara;26/07/2022;20,6;37,4
Lago di Corbara;27/07/2022;22,5;35,8
Lago di Corbara;28/07/2022;20,8;36,5
Lago di Corbara;29/07/2022;19,5;36,5
Lago di Corbara;30/07/2022;21,9;32,3
Lago di Corbara;31/07/2022;21,3;34,5
Lago di Nemi;01/07/2022;17,3;31,6
Lago di Nemi;02/07/2022;17,1;35,6
Lago di Nemi;03/07/2022;19,8;36,2
Lago di Nemi;04/07/2022;20,6;37,1
Lago di Nemi;05/07/2022;20,1;33,7
Lago di Nemi;06/07/2022;19,6;33,3
Lago di Nemi;07/07/2022;21,5;32,1
Lago di Nemi;08/07/2022;16,7;30,1
Lago di Nemi;09/07/2022;19,3;30,4
Lago di Nemi;10/07/2022;18,3;29,8
Lago di Nemi;11/07/2022;16,3;31,3
Lago di Nemi;12/07/2022;18,1;31,3
Lago di Nemi;13/07/2022;18,6;30,3
Lago di Nemi;14/07/2022;17,1;30,8
Lago di Nemi;15/07/2022;19,4;33,9
Lago di Nemi;16/07/2022;19;32
Lago di Nemi;17/07/2022;19,3;34,4
Lago di Nemi;18/07/2022;20,4;35,6
Lago di Nemi;19/07/2022;20,4;32,7
Lago di Nemi;20/07/2022;19,6;31,4
Lago di Nemi;21/07/2022;19,5;34,9
Lago di Nemi;22/07/2022;20,6;35,3
Lago di Nemi;23/07/2022;19,3;34
Lago di Nemi;24/07/2022;18;33,3
Lago di Nemi;25/07/2022;19,2;33,5
Lago di Nemi;26/07/2022;20,5;32,4
Lago di Nemi;27/07/2022;21,6;32
Lago di Nemi;28/07/2022;19,9;30,7
Lago di Nemi;29/07/2022;18,6;31,2
Lago di Nemi;30/07/2022;19,6;30,5
Lago di Nemi;31/07/2022;19,9;31,2
Lanuvio;01/07/2022;17,8;36,2
Lanuvio;02/07/2022;17;37
Lanuvio;03/07/2022;20,1;39,2
Lanuvio;04/07/2022;19,4;38,2
Lanuvio;05/07/2022;18,4;36,2
Lanuvio;06/07/2022;19,2;37,1
Lanuvio;07/07/2022;21,1;35,2
Lanuvio;08/07/2022;16;32
Lanuvio;09/07/2022;19,4;33
Lanuvio;10/07/2022;17,9;31,3
Lanuvio;11/07/2022;16,7;32,8
Lanuvio;12/07/2022;18;33,8
Lanuvio;13/07/2022;17,6;33
Lanuvio;14/07/2022;16,9;33,4
Lanuvio;15/07/2022;20,9;35,3
Lanuvio;16/07/2022;17,8;35,6
Lanuvio;17/07/2022;18,7;37,2
Lanuvio;18/07/2022;20,1;37,7
Lanuvio;19/07/2022;21,7;36,6
Lanuvio;20/07/2022;20,4;36,6
Lanuvio;21/07/2022;18,8;36,8
Lanuvio;22/07/2022;20,3;37,5
Lanuvio;23/07/2022;17,9;36,5
Lanuvio;24/07/2022;18,8;35,6
Lanuvio;25/07/2022;19,4;36,5
Lanuvio;26/07/2022;21,5;35,6
Lanuvio;27/07/2022;21,7;34,8
Lanuvio;28/07/2022;20,8;35,2
Lanuvio;29/07/2022;19;34,1
Lanuvio;30/07/2022;19,8;34,7
Lanuvio;31/07/2022;18,9;34,4
Latina;01/07/2022;21,3;35,1
Latina;02/07/2022;20,5;36,3
Latina;03/07/2022;22,7;36,8
Latina;04/07/2022;23,2;37,1
Latina;05/07/2022;23,7;34,4
Latina;06/07/2022;21,3;35,4
Latina;07/07/2022;24,3;32,6
Latina;08/07/2022;17,7;35,1
Latina;09/07/2022;22,3;32,2
Latina;10/07/2022;20,6;30,6
Latina;11/07/2022;19,6;32,2
Latina;12/07/2022;20,6;32,9
Latina;13/07/2022;21,9;32,1
Latina;14/07/2022;20,6;32,7
Latina;15/07/2022;21,8;34,6
Latina;16/07/2022;21,1;34,3
Latina;17/07/2022;21,4;37,1
Latina;18/07/2022;23,8;37
Latina;19/07/2022;24,6;35,4
Latina;20/07/2022;24,3;35,7
Latina;21/07/2022;22,4;35
Latina;22/07/2022;24;34,6
Latina;23/07/2022;23,5;36,1
Latina;24/07/2022;22,6;34,8
Latina;25/07/2022;23,4;36
Latina;26/07/2022;24,2;34,5
Latina;27/07/2022;24,9;34,3
Latina;28/07/2022;24,6;34,8
Latina;29/07/2022;22,7;33,1
Latina;30/07/2022;23;33,8
Latina;31/07/2022;22,9;33,4
Lenola;01/07/2022;17,9;32,9
Lenola;02/07/2022;18,8;34,1
Lenola;03/07/2022;21,1;34,1
Lenola;04/07/2022;20,2;33,7
Lenola;05/07/2022;20;31,7
Lenola;06/07/2022;19;33,2
Lenola;07/07/2022;18,1;31,6
Lenola;08/07/2022;14,6;28,4
Lenola;09/07/2022;17,6;28,3
Lenola;10/07/2022;17,3;28,6
Lenola;11/07/2022;15,9;29
Lenola;12/07/2022;17,2;32,5
Lenola;13/07/2022;18,1;29,8
Lenola;14/07/2022;16,3;30,3
Lenola;15/07/2022;18,4;31,3
Lenola;16/07/2022;18,9;31
Lenola;17/07/2022;20,2;33
Lenola;18/07/2022;19,6;35
Lenola;19/07/2022;19,6;33
Lenola;20/07/2022;20,2;33
Lenola;21/07/2022;20;32,9
Lenola;22/07/2022;20,7;32,8
Lenola;23/07/2022;20,2;32,8
Lenola;24/07/2022;19,8;32,9
Lenola;25/07/2022;21;32,7
Lenola;26/07/2022;19,2;32,3
Lenola;27/07/2022;19,5;31,9
Lenola;28/07/2022;20,2;32,4
Lenola;29/07/2022;18,5;31,3
Lenola;30/07/2022;18,4;31,8
Lenola;31/07/2022;19,4;32
Leonessa;01/07/2022;10,4;32,4
Leonessa;02/07/2022;9,8;33,6
Leonessa;03/07/2022;13,3;34,1
Leonessa;04/07/2022;13,7;33,5
Leonessa;05/07/2022;13,7;32
Leonessa;06/07/2022;12,2;31,6
Leonessa;07/07/2022;12,2;30,9
Leonessa;08/07/2022;10,5;21,3
Leonessa;09/07/2022;9,5;24
Leonessa;10/07/2022;5,8;26,9
Leonessa;11/07/2022;8,5;28,6
Leonessa;12/07/2022;11,2;25,7
Leonessa;13/07/2022;10,7;27,1
Leonessa;14/07/2022;7;31,5
Leonessa;15/07/2022;12,3;32,6
Leonessa;16/07/2022;11,2;32,7
Leonessa;17/07/2022;11,7;34,4
Leonessa;18/07/2022;14,2;31,3
Leonessa;19/07/2022;11,8;32,3
Leonessa;20/07/2022;10,8;32,4
Leonessa;21/07/2022;13,6;33,5
Leonessa;22/07/2022;14,4;34
Leonessa;23/07/2022;14,4;34
Leonessa;24/07/2022;12,3;34,3
Leonessa;25/07/2022;15,4;33,1
Leonessa;26/07/2022;14,3;32,5
Leonessa;27/07/2022;12,7;31
Leonessa;28/07/2022;11,2;31,7
Leonessa;29/07/2022;13,7;31,4
Leonessa;30/07/2022;13,4;30,1
Leonessa;31/07/2022;11,3;31,5
Licenza;01/07/2022;17,8;35,1
Licenza;02/07/2022;17,4;36,3
Licenza;03/07/2022;20;37,9
Licenza;04/07/2022;21;38
Licenza;05/07/2022;20,3;36,4
Licenza;06/07/2022;18,3;36,3
Licenza;07/07/2022;19;33,7
Licenza;08/07/2022;14,9;29
Licenza;09/07/2022;15,4;31,3
Licenza;10/07/2022;16;30,7
Licenza;11/07/2022;14,9;32,8
Licenza;12/07/2022;16,2;32,2
Licenza;13/07/2022;18;32,5
Licenza;14/07/2022;15,7;33
Licenza;15/07/2022;17,7;35,8
Licenza;16/07/2022;18;36
Licenza;17/07/2022;18,8;37
Licenza;18/07/2022;18,8;36,7
Licenza;19/07/2022;18,5;35,3
Licenza;20/07/2022;19,1;35,7
Licenza;21/07/2022;19,5;37,1
Licenza;22/07/2022;20,2;38,1
Licenza;23/07/2022;20;37,7
Licenza;24/07/2022;18,9;37,4
Licenza;25/07/2022;19,5;36,8
Licenza;26/07/2022;19,2;35,7
Licenza;27/07/2022;18,3;34,4
Licenza;28/07/2022;18,6;34
Licenza;29/07/2022;17,9;34,7
Licenza;30/07/2022;19,2;33,5
Licenza;31/07/2022;18,8;33,6
Liri a Ceprano;01/07/2022;17;37,4
Liri a Ceprano;02/07/2022;15,8;39,1
Liri a Ceprano;03/07/2022;17,5;39,3
Liri a Ceprano;04/07/2022;18,2;38,7
Liri a Ceprano;05/07/2022;19,2;37,2
Liri a Ceprano;06/07/2022;18,2;36,8
Liri a Ceprano;07/07/2022;18,1;34,9
Liri a Ceprano;08/07/2022;16,8;31,1
Liri a Ceprano;09/07/2022;15;32,7
Liri a Ceprano;10/07/2022;14,8;32,5
Liri a Ceprano;11/07/2022;14,7;33,5
Liri a Ceprano;12/07/2022;16,3;34,1
Liri a Ceprano;13/07/2022;17,7;33,6
Liri a Ceprano;14/07/2022;15,1;35,9
Liri a Ceprano;15/07/2022;16;37,7
Liri a Ceprano;16/07/2022;17,7;37,7
Liri a Ceprano;17/07/2022;18,8;40,1
Liri a Ceprano;18/07/2022;19;38,8
Liri a Ceprano;19/07/2022;17,1;36,6
Liri a Ceprano;20/07/2022;18,3;37,1
Liri a Ceprano;21/07/2022;17,8;37,9
Liri a Ceprano;22/07/2022;20,5;37,7
Liri a Ceprano;23/07/2022;20,4;38
Liri a Ceprano;24/07/2022;17,6;38,1
Liri a Ceprano;25/07/2022;20,4;38,6
Liri a Ceprano;26/07/2022;21,3;36,9
Liri a Ceprano;27/07/2022;20,5;36,3
Liri a Ceprano;28/07/2022;21,1;36,9
Liri a Ceprano;29/07/2022;19,1;37
Liri a Ceprano;30/07/2022;19,2;34,2
Liri a Ceprano;31/07/2022;19,2;35,3
Liri a Civitella Roveto;01/07/2022;15,9;35,1
Liri a Civitella Roveto;02/07/2022;15,4;35,3
Liri a Civitella Roveto;03/07/2022;15,9;36,2
Liri a Civitella Roveto;04/07/2022;16,9;36,7
Liri a Civitella Roveto;05/07/2022;16,7;35
Liri a Civitella Roveto;06/07/2022;14;34,2
Liri a Civitella Roveto;07/07/2022;15,1;31,6
Liri a Civitella Roveto;08/07/2022;13,9;26,1
Liri a Civitella Roveto;09/07/2022;16,8;27,7
Liri a Civitella Roveto;10/07/2022;14,2;28
Liri a Civitella Roveto;11/07/2022;11,6;30,1
Liri a Civitella Roveto;12/07/2022;13,2;30,1
Liri a Civitella Roveto;13/07/2022;16,2;29,8
Liri a Civitella Roveto;14/07/2022;13,3;32,4
Liri a Civitella Roveto;15/07/2022;14;33,6
Liri a Civitella Roveto;16/07/2022;15,2;35
Liri a Civitella Roveto;17/07/2022;16,4;35,7
Liri a Civitella Roveto;18/07/2022;15,7;32,1
Liri a Civitella Roveto;19/07/2022;15,6;33,2
Liri a Civitella Roveto;20/07/2022;15,7;34
Liri a Civitella Roveto;21/07/2022;16,6;35,7
Liri a Civitella Roveto;22/07/2022;17,7;36,1
Liri a Civitella Roveto;23/07/2022;17,1;36,2
Liri a Civitella Roveto;24/07/2022;15,7;35,1
Liri a Civitella Roveto;25/07/2022;17,5;35,7
Liri a Civitella Roveto;26/07/2022;17;34,4
Liri a Civitella Roveto;27/07/2022;17,7;33,5
Liri a Civitella Roveto;28/07/2022;16,3;32,5
Liri a Civitella Roveto;29/07/2022;14,9;33,2
Liri a Civitella Roveto;30/07/2022;17,1;32,8
Liri a Civitella Roveto;31/07/2022;15,7;32,3
Lugnano;01/07/2022;16,5;36,7
Lugnano;02/07/2022;14,6;36,9
Lugnano;03/07/2022;18,4;37,9
Lugnano;04/07/2022;18,1;37,6
Lugnano;05/07/2022;18,2;35,7
Lugnano;06/07/2022;17,2;36,5
Lugnano;07/07/2022;17,5;34
Lugnano;08/07/2022;13,7;28
Lugnano;09/07/2022;13,4;31,9
Lugnano;10/07/2022;12,6;30,9
Lugnano;11/07/2022;13,5;31,6
Lugnano;12/07/2022;15,2;31,9
Lugnano;13/07/2022;15,1;33,6
Lugnano;14/07/2022;13,8;36
Lugnano;15/07/2022;16,3;37,6
Lugnano;16/07/2022;16;37,4
Lugnano;17/07/2022;16,9;39
Lugnano;18/07/2022;17,3;36,7
Lugnano;19/07/2022;15,9;37,5
Lugnano;20/07/2022;17,5;36,7
Lugnano;21/07/2022;17,9;37,7
Lugnano;22/07/2022;18,6;38,7
Lugnano;23/07/2022;19,1;38,4
Lugnano;24/07/2022;17,4;39
Lugnano;25/07/2022;19;37,9
Lugnano;26/07/2022;18,9;36,8
Lugnano;27/07/2022;16,9;36
Lugnano;28/07/2022;16;35,5
Lugnano;29/07/2022;17,5;35,7
Lugnano;30/07/2022;18;35,5
Lugnano;31/07/2022;17,5;36
Maccarese rlazio;01/07/2022;19;30,6
Maccarese rlazio;02/07/2022;19,4;30,6
Maccarese rlazio;03/07/2022;21;32,7
Maccarese rlazio;04/07/2022;23,8;32,8
Maccarese rlazio;05/07/2022;23,9;31
Maccarese rlazio;06/07/2022;21,5;31,8
Maccarese rlazio;07/07/2022;24,2;30,3
Maccarese rlazio;08/07/2022;20,4;32,4
Maccarese rlazio;09/07/2022;20,9;33,3
Maccarese rlazio;10/07/2022;20,1;28,8
Maccarese rlazio;11/07/2022;20,1;28,9
Maccarese rlazio;12/07/2022;23;29,1
Maccarese rlazio;13/07/2022;23,9;29,7
Maccarese rlazio;14/07/2022;23,9;29,2
Maccarese rlazio;15/07/2022;23,3;30,5
Maccarese rlazio;16/07/2022;25;30,6
Maccarese rlazio;17/07/2022;21,2;31
Maccarese rlazio;18/07/2022;20,8;32,2
Maccarese rlazio;19/07/2022;22,7;33,3
Maccarese rlazio;20/07/2022;25,7;31
Maccarese rlazio;21/07/2022;25,7;31,7
Maccarese rlazio;22/07/2022;26,7;32,3
Maccarese rlazio;23/07/2022;25,5;31,9
Maccarese rlazio;24/07/2022;25,8;31,3
Maccarese rlazio;25/07/2022;26,7;31,8
Maccarese rlazio;26/07/2022;23,8;32,8
Maccarese rlazio;27/07/2022;27,5;31,3
Maccarese rlazio;28/07/2022;22,8;30,8
Maccarese rlazio;29/07/2022;24,8;31
Maccarese rlazio;30/07/2022;24,7;32
Maccarese rlazio;31/07/2022;24;32,4
Mandrione;01/07/2022;13;34,8
Mandrione;02/07/2022;14,4;38,6
Mandrione;03/07/2022;18,4;39,5
Mandrione;04/07/2022;18,7;39,9
Mandrione;05/07/2022;17,5;38,2
Mandrione;06/07/2022;16,2;37,9
Mandrione;07/07/2022;16,7;35,8
Mandrione;08/07/2022;16,4;32
Mandrione;09/07/2022;18,5;33
Mandrione;10/07/2022;16,4;33,5
Mandrione;11/07/2022;14,2;33,7
Mandrione;12/07/2022;16,5;33,8
Mandrione;13/07/2022;16,7;34,3
Mandrione;14/07/2022;16;34,6
Mandrione;15/07/2022;17,4;37
Mandrione;16/07/2022;17,3;35,9
Mandrione;17/07/2022;16,1;37,6
Mandrione;18/07/2022;18,1;38,7
Mandrione;19/07/2022;20;39,2
Mandrione;20/07/2022;18,3;37,4
Mandrione;21/07/2022;18,3;37,5
Mandrione;22/07/2022;18,9;39,4
Mandrione;23/07/2022;19,9;37,4
Mandrione;24/07/2022;19;36,6
Mandrione;25/07/2022;18,9;38,5
Mandrione;26/07/2022;19,1;38,2
Mandrione;27/07/2022;19,4;36,4
Mandrione;28/07/2022;19,4;36,6
Mandrione;29/07/2022;17,7;36,5
Mandrione;30/07/2022;19,8;35,8
Mandrione;31/07/2022;17,8;38
Manziana;01/07/2022;20;34,3
Manziana;02/07/2022;19,8;37,2
Manziana;03/07/2022;24,4;37,5
Manziana;04/07/2022;23,9;38,4
Manziana;05/07/2022;22;35,7
Manziana;06/07/2022;20,7;36,2
Manziana;07/07/2022;19,5;34
Manziana;08/07/2022;15,8;28,4
Manziana;09/07/2022;17,9;30,6
Manziana;10/07/2022;17;31,5
Manziana;11/07/2022;17,3;31,8
Manziana;12/07/2022;17,7;31,9
Manziana;13/07/2022;19,1;31,1
Manziana;14/07/2022;18,1;32,8
Manziana;15/07/2022;20,5;36,3
Manziana;16/07/2022;20,7;34,4
Manziana;17/07/2022;21,5;36,1
Manziana;18/07/2022;23;37,1
Manziana;19/07/2022;21,3;37
Manziana;20/07/2022;21,1;34,7
Manziana;21/07/2022;20,7;37,1
Manziana;22/07/2022;22,2;38,1
Manziana;23/07/2022;21,5;36
Manziana;24/07/2022;20;36
Manziana;25/07/2022;22,1;36,1
Manziana;26/07/2022;22,5;35,4
Manziana;27/07/2022;21,7;32,7
Manziana;28/07/2022;20,5;33,1
Manziana;29/07/2022;19,8;34,5
Manziana;30/07/2022;18,3;33,3
Manziana;31/07/2022;21;35,5
Marta;01/07/2022;17,8;31,3
Marta;02/07/2022;19,7;34,9
Marta;03/07/2022;26,1;36,2
Marta;04/07/2022;23,3;36,4
Marta;05/07/2022;21,3;34,3
Marta;06/07/2022;19,8;33,6
Marta;07/07/2022;20,2;31,1
Marta;08/07/2022;20,8;26,4
Marta;09/07/2022;20,3;27,1
Marta;10/07/2022;19,8;29,4
Marta;11/07/2022;17,3;30,1
Marta;12/07/2022;20,1;29,7
Marta;13/07/2022;20,5;31,2
Marta;14/07/2022;18,8;31,3
Marta;15/07/2022;20,8;33,7
Marta;16/07/2022;20;32
Marta;17/07/2022;19,7;34,3
Marta;18/07/2022;23,1;34,1
Marta;19/07/2022;24,5;33,7
Marta;20/07/2022;23;33,5
Marta;21/07/2022;22,1;34,3
Marta;22/07/2022;22,1;35,6
Marta;23/07/2022;21,2;33,7
Marta;24/07/2022;21,8;33,8
Marta;25/07/2022;22,8;34,1
Marta;26/07/2022;21,7;33,8
Marta;27/07/2022;22,2;31,4
Marta;28/07/2022;21,7;31,5
Marta;29/07/2022;20,7;32,2
Marta;30/07/2022;22,2;30,8
Marta;31/07/2022;24,4;33,4
Marta a Tarquinia;01/07/2022;14,9;30,1
Marta a Tarquinia;02/07/2022;16,4;33,3
Marta a Tarquinia;03/07/2022;20;33,9
Marta a Tarquinia;04/07/2022;18,8;34,1
Marta a Tarquinia;05/07/2022;18,8;33,5
Marta a Tarquinia;06/07/2022;18,7;32,6
Marta a Tarquinia;07/07/2022;18,7;30,1
Marta a Tarquinia;08/07/2022;16,8;30,2
Marta a Tarquinia;09/07/2022;14,9;32
Marta a Tarquinia;10/07/2022;17,8;30,1
Marta a Tarquinia;11/07/2022;16,2;28,5
Marta a Tarquinia;12/07/2022;18,6;29
Marta a Tarquinia;13/07/2022;18,3;28,7
Marta a Tarquinia;14/07/2022;18,2;28,7
Marta a Tarquinia;15/07/2022;18,8;31,7
Marta a Tarquinia;16/07/2022;19,3;31
Marta a Tarquinia;17/07/2022;17,5;31,2
Marta a Tarquinia;18/07/2022;18,5;32,7
Marta a Tarquinia;19/07/2022;21,5;34
Marta a Tarquinia;20/07/2022;19,7;31,6
Marta a Tarquinia;21/07/2022;20;31,4
Marta a Tarquinia;22/07/2022;21,2;33,6
Marta a Tarquinia;23/07/2022;21,5;32,1
Marta a Tarquinia;24/07/2022;21,2;30,9
Marta a Tarquinia;25/07/2022;20,8;34,1
Marta a Tarquinia;26/07/2022;20,7;32,7
Marta a Tarquinia;27/07/2022;20,9;31,7
Marta a Tarquinia;28/07/2022;21,2;30,4
Marta a Tarquinia;29/07/2022;19,2;31,3
Marta a Tarquinia;30/07/2022;21,3;31,1
Marta a Tarquinia;31/07/2022;20,5;34,4
Massimina;01/07/2022;17,2;32,8
Massimina;02/07/2022;19,8;34,6
Massimina;03/07/2022;22,8;36,6
Massimina;04/07/2022;22,9;36,9
Massimina;05/07/2022;21,7;33,7
Massimina;06/07/2022;21,7;35,2
Massimina;07/07/2022;21,7;33,3
Massimina;08/07/2022;17,2;32,3
Massimina;09/07/2022;19,9;34,1
Massimina;10/07/2022;20,2;31,4
Massimina;11/07/2022;18,4;31,1
Massimina;12/07/2022;19,7;31,5
Massimina;13/07/2022;20,7;31,6
Massimina;14/07/2022;21;31,5
Massimina;15/07/2022;20,2;34
Massimina;16/07/2022;20,8;33,7
Massimina;17/07/2022;20,8;34,9
Massimina;18/07/2022;20,8;36,4
Massimina;19/07/2022;23,3;35,9
Massimina;20/07/2022;22,1;34,2
Massimina;21/07/2022;22,2;36,3
Massimina;22/07/2022;23,5;36,5
Massimina;23/07/2022;23,1;34,9
Massimina;24/07/2022;22,7;34,3
Massimina;25/07/2022;22,7;34,9
Massimina;26/07/2022;22,2;33,5
Massimina;27/07/2022;23,6;32,1
Massimina;28/07/2022;22,5;33,1
Massimina;29/07/2022;21,7;32,6
Massimina;30/07/2022;22,3;32,4
Massimina;31/07/2022;22,9;34,6
Melfa ad Atina;01/07/2022;16,3;36,1
Melfa ad Atina;02/07/2022;16;35,8
Melfa ad Atina;03/07/2022;17,2;36,5
Melfa ad Atina;04/07/2022;17,7;36,7
Melfa ad Atina;05/07/2022;18,7;34,7
Melfa ad Atina;06/07/2022;17,1;35,6
Melfa ad Atina;07/07/2022;16,5;32,5
Melfa ad Atina;08/07/2022;15,5;27,6
Melfa ad Atina;09/07/2022;16,8;30,7
Melfa ad Atina;10/07/2022;14,6;29,7
Melfa ad Atina;11/07/2022;13,2;30,7
Melfa ad Atina;12/07/2022;15,1;30,5
Melfa ad Atina;13/07/2022;17;30,5
Melfa ad Atina;14/07/2022;14,4;32,9
Melfa ad Atina;15/07/2022;14,4;33,7
Melfa ad Atina;16/07/2022;16,5;35,7
Melfa ad Atina;17/07/2022;18,4;35,5
Melfa ad Atina;18/07/2022;18;34,5
Melfa ad Atina;19/07/2022;15,6;34,5
Melfa ad Atina;20/07/2022;16,2;35,4
Melfa ad Atina;21/07/2022;16,6;35,1
Melfa ad Atina;22/07/2022;19,3;35,9
Melfa ad Atina;23/07/2022;19,2;36,1
Melfa ad Atina;24/07/2022;16;35,2
Melfa ad Atina;25/07/2022;19,5;36,1
Melfa ad Atina;26/07/2022;19,3;34,3
Melfa ad Atina;27/07/2022;17,5;33,6
Melfa ad Atina;28/07/2022;18,2;33,8
Melfa ad Atina;29/07/2022;16,4;33,5
Melfa ad Atina;30/07/2022;17,6;32,3
Melfa ad Atina;31/07/2022;17,3;32,4
Micigliano;01/07/2022;17;32,5
Micigliano;02/07/2022;18,1;34,6
Micigliano;03/07/2022;20;34,7
Micigliano;04/07/2022;20,4;34,5
Micigliano;05/07/2022;20,7;33,2
Micigliano;06/07/2022;18,4;32,4
Micigliano;07/07/2022;16;29,3
Micigliano;08/07/2022;13,3;22,8
Micigliano;09/07/2022;13,7;26,1
Micigliano;10/07/2022;13,4;26,9
Micigliano;11/07/2022;14,4;27,1
Micigliano;12/07/2022;15,7;26,9
Micigliano;13/07/2022;14,2;29,5
Micigliano;14/07/2022;13,5;32,2
Micigliano;15/07/2022;17,7;33,8
Micigliano;16/07/2022;18,5;33,3
Micigliano;17/07/2022;19,6;35,1
Micigliano;18/07/2022;18,6;29,7
Micigliano;19/07/2022;18,1;33,4
Micigliano;20/07/2022;18,7;32,8
Micigliano;21/07/2022;19;34,4
Micigliano;22/07/2022;20,7;35,3
Micigliano;23/07/2022;20,3;34,9
Micigliano;24/07/2022;20,4;35
Micigliano;25/07/2022;20,8;34,5
Micigliano;26/07/2022;19,5;33,5
Micigliano;27/07/2022;18,1;31,7
Micigliano;28/07/2022;18,1;33
Micigliano;29/07/2022;18,2;32,8
Micigliano;30/07/2022;17,3;30,1
Micigliano;31/07/2022;17,5;30,7
Montalto di Castro meteo;01/07/2022;15,3;31,7
Montalto di Castro meteo;02/07/2022;16,5;35,8
Montalto di Castro meteo;03/07/2022;20,1;36,4
Montalto di Castro meteo;04/07/2022;19,8;36,6
Montalto di Castro meteo;05/07/2022;19,3;35,3
Montalto di Castro meteo;06/07/2022;18,2;34,2
Montalto di Castro meteo;07/07/2022;19,2;32,2
Montalto di Castro meteo;08/07/2022;18,2;31,5
Montalto di Castro meteo;09/07/2022;17,9;33,1
Montalto di Castro meteo;10/07/2022;18,1;30,9
Montalto di Castro meteo;11/07/2022;15,3;30,2
Montalto di Castro meteo;12/07/2022;17,4;29,6
Montalto di Castro meteo;13/07/2022;18,4;30,4
Montalto di Castro meteo;14/07/2022;18,2;31,2
Montalto di Castro meteo;15/07/2022;18,3;33,5
Montalto di Castro meteo;16/07/2022;19,3;32,3
Montalto di Castro meteo;17/07/2022;17,9;32,6
Montalto di Castro meteo;18/07/2022;19,3;34,4
Montalto di Castro meteo;19/07/2022;21;36,9
Montalto di Castro meteo;20/07/2022;18,7;32,8
Montalto di Castro meteo;21/07/2022;19,9;32,8
Montalto di Castro meteo;22/07/2022;20,6;35,3
Montalto di Castro meteo;23/07/2022;20,4;33,2
Montalto di Castro meteo;24/07/2022;21,5;33
Montalto di Castro meteo;25/07/2022;20,4;35,6
Montalto di Castro meteo;26/07/2022;21,1;34,8
Montalto di Castro meteo;27/07/2022;22,1;32,7
Montalto di Castro meteo;28/07/2022;21,4;32,2
Montalto di Castro meteo;29/07/2022;19;32,7
Montalto di Castro meteo;30/07/2022;21,5;32,5
Montalto di Castro meteo;31/07/2022;20,1;35,9
Montasola;01/07/2022;17,2;33,7
Montasola;02/07/2022;16,5;38,7
Montasola;03/07/2022;20;39,4
Montasola;04/07/2022;20,4;39,4
Montasola;05/07/2022;19,8;37
Montasola;06/07/2022;18,5;35,7
Montasola;07/07/2022;17,1;33,9
Montasola;08/07/2022;14,8;29,7
Montasola;09/07/2022;13,3;31,5
Montasola;10/07/2022;15,9;30,7
Montasola;11/07/2022;14,3;32,1
Montasola;12/07/2022;15,6;31,5
Montasola;13/07/2022;16,5;35,5
Montasola;14/07/2022;14,5;33,9
Montasola;15/07/2022;17,4;36,9
Montasola;16/07/2022;17,2;35,6
Montasola;17/07/2022;18,5;39
Montasola;18/07/2022;17,1;35,1
Montasola;19/07/2022;16,9;38,5
Montasola;20/07/2022;18,7;35,9
Montasola;21/07/2022;18,4;38,3
Montasola;22/07/2022;19,7;39,5
Montasola;23/07/2022;19,2;36,7
Montasola;24/07/2022;18;36,3
Montasola;25/07/2022;19,7;37,4
Montasola;26/07/2022;19,2;35,8
Montasola;27/07/2022;17,7;33,2
Montasola;28/07/2022;17,8;33,6
Montasola;29/07/2022;17,7;35,3
Montasola;30/07/2022;18,3;31,9
Montasola;31/07/2022;17,7;38,1
Monte Romano;01/07/2022;17,7;35,4
Monte Romano;02/07/2022;19;37,7
Monte Romano;03/07/2022;22,1;38,9
Monte Romano;04/07/2022;23,3;39,7
Monte Romano;05/07/2022;22,2;38,5
Monte Romano;06/07/2022;19,9;37,1
Monte Romano;07/07/2022;19,2;35,2
Monte Romano;08/07/2022;16,2;29,8
